Partial,Newly Added,Deleted
_flock,,
_nfs_buf_write_rpc,,
_nfs_mount_sock_thread,,
_kqueue_body,,
_ipc_port_clear_receiver,,
_mach_port_extract_member,,
_nfslockdnotify,,
_thread_unstop,,
_proc_set_task_spawnpolicy,,
_nfs4_mount_update_path_with_symlink,,
_vfs_unmountall,,
_oslog_streamread,,
_thread_set_eager_preempt,,
_esp_cbc_decrypt,,
_csw_check_locked,,
"OSKextPgoMetadataPutAll(OSKext *,unsigned char *,char *,unsigned long *,unsigned long,unsigned int *)",,
_waitq_link_release,,
_kcdata_memory_destroy,,
_decmpfs_cnode_destroy,,
_kqueue_scan_continue,,
_fasttrap_tracepoint_remove,,
_IOBSDGetPlatformUUID,,
"quiescePowerTreeCallback(void *,void *)",,
_task_affinity_deallocate,,
_cpu_data_alloc,,
_fstatfs64,,
_dlil_event_internal,,
IOTimerEventSource::free(void),,
_ipc_register_well_known_mach_voucher_attr_manager,,
_waitq_unlink_by_prepost_id,,
_nfs_mount_connect,,
_guarded_fileproc_free,,
_sock_accept_common,,
_filt_machportattach,,
_waitq_deinit,,
__Xbehavior_set,,
_vm_object_collapse,,
_mld_v2_enqueue_group_record,,
_mach_port_dnrequest_info,,
_port_name_to_task_inspect,,
_waitq_set_init,,
_waitq_member,,
_STRDUP,,
_msgrcv_nocancel,,
_IORecursiveLockFree,,
_mach_port_set_seqno,,
_pmap_query_page_info,,
IOConditionLock::unlock(void),,
_ipc_port_request_grow,,
_ipc_port_nsrequest,,
_cluster_read_ext,,
_ttymodem,,
_mac_vnode_label_associate_fdesc,,
_fseventsf_drain,,
_fileproc_free,,
_ttyretype,,
_thread_select,,
_vm_compressor_pager_state_clr,,
_pf_delete_rule_from_ruleset,,
_thread_exception_daemon,,
_ppsratecheck,,
_mach_reply_port,,
_memorystatus_thread,,
_set_debug_state64,,
_vnode_trace_path_callback,,
_ttycheckoutq,,
_kdp_lightweight_fault,,
_bpf_init,,
_tcp_lookup_peer_pid_locked,,
_mac_mount_label_destroy,,
_cluster_lock_direct_read,,
_spec_knote_select_and_link,,
_utun_proto_input,,
_nddr_getexpire,,
_ndpr_getexpire,,
_audit_arg_argv,,
_audit_arg_envv,,
_rd_uio,,
_port_name_to_thread,,
_readv_nocancel,,
_sched_dualq_processor_queue_shutdown,,
_ipsec_ctl_getopt,,
_mach_voucher_attr_command,,
_port_name_to_task,,
_sched_multiq_processor_queue_shutdown,,
_kern_allocation_name_allocate,,
_pmap_remove_options,,
_readlink,,
_necp_client_init,,
_nfs_vnop_readdir,,
_sfi_ast,,
_vm_fault_enter,,
_udp_input,,
_kcdata_memory_alloc_init,,
_vm_shared_region_lookup,,
_ipc_object_translate,,
_ipc_voucher_attr_control_notify,,
_work_interval_thread_terminate,,
_nd6_cache_lladdr,,
_memorystatus_update_jetsam_snapshot_entry_locked,,
_vm_object_update,,
__Xio_service_get_authorization_id,,
_nfs_bioread,,
_guarded_write_np,,
_vm_page_copy,,
_pread_nocancel,,
"IOReportLegend::addReporterLegend(IOService *,IOReporter *,char const*,char const*)",,
_convert_port_to_task_with_exec_token,,
_log_setsize,,
_ipc_object_alloc_dead,,
_cluster_bp,,
_sysctl_timer,,
_fasttrap_tracepoint_init,,
_inm_merge,,
_sysctl_reset_ip_output_stats,,
_sysctl_reset_ip6_input_stats,,
_sysctl_reset_ip6_output_stats,,
_proc_rele_locked,,
_mach_port_insert_member,,
_fpu_thread_promote_avx512,,
_ip_dooptions,,
_ipc_importance_task_update_live_donor,,
_filt_kqtouch,,
_audit_session_join_internal,,
_kern_close_file_for_direct_io,,
_fileport_invoke,,
_mptcp_usr_shutdown,,
_bsd_ast,,
_mach_port_names,,
_vm_map_fork,,
_pmap_query_resident,,
_lck_mod_init,,
_nfs_request_async_finish,,
_ctl_name_by_id,,
_ptcclose,,
_thread_wait,,
_necp_client_update_observer_update_internal,,
_necp_client_update_observer_add_internal,,
_ipc_kmsg_get_from_kernel,,
_ipc_mqueue_peek,,
_nfs4_guid2id,,
_writev_nocancel,,
_i386_vm_init,,
_UNDReply_deallocate,,
_kdp_writemsr64,,
_arp_rtrequest,,
_ttysleep,,
_mac_set_filelink,,
_task_suspension_notify,,
_vm_toggle_entry_reuse,,
_mac_vnop_removexattr,,
_guarded_writev_np,,
_thread_setrun,,
_ml_processor_register,,
_cluster_write_ext,,
_fseventsf_read,,
_semget,,
IOService::handlePowerOverrideChanged(IOPMRequest *),,
_ipc_pset_alloc,,
_OSKextGetKmodIDForSite,,
IOMachPort::free(void),,
_ipc_right_dealloc,,
_tcp_output,,
_kqueue_scan,,
_accept_nocancel,,
_ipc_right_rename,,
_sched_group_create,,
_fmount,,
_bridge_ioctl_gifs64,,
_ubc_cs_blob_add,,
_bridge_ioctl_rts32,,
_m_pullup,,
_ipc_port_release_send,,
_waitq_unlink,,
_lck_rw_destroy,,
_vnode_waitforwrites,,
_mac_policy_init,,
_thread_start_in_assert_wait,,
"IOMemoryDescriptor::getPageCounts(unsigned long long *,unsigned long long *)",,
"IODTPlatformExpert::getMachineName(char *,int)",,
_coredump,,
_ipc_object_copyin_from_kernel,,
_mach_port_space_basic_info,,
IOService::makeUsable(void),,
_bridge_ioctl_gifs32,,
_nd6_llreach_use,,
_fileport_makefd,,
___MALLOC,,
_task_for_pid,,
_mach_destroy_memory_entry,,
_searchfs,,
_wqset_iterate_prepost_cb,,
_vm_fault_copy,,
IOBufferMemoryDescriptor::free(void),,
__XUNDNotificationCreated_rpc,,
_waitq_unlink_all,,
_vm_map_create_upl,,
_task_set_port_space,,
"IOInterruptController::registerInterrupt(IOService *,int,void *,void (*)(void *,void *,void *,int),void *)",,
_thread_stop,,
_logselect,,
_ipc_importance_for_task,,
_nfs_mount_state_wait_for_recovery,,
_vnode_pager_get_name,,
_convert_port_to_task,,
_openat,,
_mach_port_get_context,,
_lchown,,
_logopen,,
"PMSettingObject::pmSettingObject(IOPMrootDomain *,int (*)(OSObject *,OSSymbol const*,OSObject *,unsigned long),OSObject *,unsigned long,unsigned int,OSSymbol const**,OSObject **)",,
_ipc_right_check,,
_ttyinput,,
_firehose_trace_metadata,,
_mac_get_filelink,,
_panic_hook,,
_keydb_newsecreplay,,
_processor_set_threads,,
_cluster_bp_ext,,
__audit_rw_destroy,,
_exit_with_reason,,
__sfi_wait_cleanup,,
_ipsec_start,,
"IOUserClient::exportObjectToClient(task *,OSObject *,OSObject **)",,
_nfs4_reopen,,
_inet6_cksum,,
_proc_pid_rusage,,
"IOMemoryDescriptor::createMappingInTask(task *,unsigned long long,unsigned int,unsigned long long,unsigned long long)",,
_mk_timer_cancel_trap,,
_hibernate_vm_unlock_queues,,
_lck_mtx_free,,
_kmod_create,,
_kmod_destroy,,
_kmod_control,,
_kmod_get_info,,
_thread_affinity_set,,
_lck_mtx_destroy,,
_act_thread_csave,,
_delayed_event_delivery,,
_cc_key_schedule_create,,
_sysctl_if_family_ids,,
_inpcb_get_ports_used,,
_tcp6_usr_accept,,
_oslogselect,,
_in6ifa_setlifetime,,
_nfs_sndlock,,
_nfs_vnop_pageout,,
_kqueue_kqfilter,,
_zleak_activate,,
_vm_pageout_compress_page,,
_ipc_mqueue_set_gather_member_names,,
_mp_cpus_call_action,,
_ipc_importance_exec_switch_task,,
_ipc_object_alloc_dead_name,,
_lck_grp_deallocate,,
_thread_vm_bind_group_add,,
_waitq_in_set,,
_lck_spin_free,,
_lck_rw_free,,
_commpage_update_active_cpus,,
_profile_disable,,
_inp_set_activity_bitmap,,
_sysctl_kern_msgbuf,,
_vaddlog,,
_device_close,,
_socketpair,,
_mach_port_space_info,,
_waitq_unlink_all_unlock,,
_dlil_if_acquire,,
_oslog_streamclose,,
_ipc_entry_alloc_name,,
_ipc_right_lookup_two_write,,
_fchmodat,,
_ifnet_clone_detach,,
_PEHaltRestart,,
_pmap_reference,,
_netagent_client_message_with_params,,
_inp_reset_fc_state,,
_ref_pset_port_locked,,
_nfs_advlock_setlock,,
_igmp_change_state,,
_flow_divert_find_proc_by_uuid_callout,,
_recvmsg_x,,
_resolve_nspace_item_ext,,
"IODTNVRAM::writeNVRAMPropertyType1(IORegistryEntry *,OSSymbol const*,OSData *)",,
IOService::ackTimerTick(void),,
_IOBSDNameMatching,,
_ipc_mqueue_set_peek,,
_processor_set_tasks,,
IODMAEventSource::free(void),,
_mk_timer_port_destroy,,
OSBoolean::initialize(void),,
_ttread,,
_connectx,,
_mkfifo,,
_mkdir,,
_audit_sdev_submit,,
_stat64_extended,,
_lstat_extended,,
_lstat64_extended,,
_ratecheck,,
_ivace_release,,
_guard_ast,,
_krb5_key_derivation,,
_ipc_task_enable,,
_pf_match_translation,,
_panic_unhook,,
_rt_str,,
_lio_listio,,
_OSKextFreeSite,,
_ipc_mqueue_destroy_locked,,
__kernelrpc_mach_port_destroy_trap,,
_mach_port_unguard,,
_vm_tag_get_kext,,
_utun_ctl_rcvd,,
_ipc_port_importance_delta_internal,,
_sdt_provide_module,,
_readlinkat,,
_igmp_v3_enqueue_group_record,,
_ipc_task_disable,,
_unp_connect,,
_mach_voucher_extract_all_attr_recipes,,
_mk_timer_destroy_trap,,
_nfs_buf_read_rpc_finish,,
_nd6_output_list,,
_ipc_importance_task_mark_live_donor,,
_in6_pcbbind,,
_uipc_bind,,
_ipc_port_make_send,,
_bond_remove_interface,,
_mptcp_act_on_txfail,,
_vm_object_iopl_request,,
_cnputc,,
_ipc_right_destroy,,
_nfs4_init_clientid,,
_nfs4_vnop_listxattr,,
_mkdirat,,
_in6ctl_alifetime,,
_ipc_mqueue_receive_on_thread,,
_ipc_right_info,,
OSKext::copyInfo(OSArray *),,
OSKext::updateLoadedKextSummaries(void),,
_vm_map_region_walk,,
_vnode_pagein,,
_mk_timer_arm_trap_internal,,
_compressor_pager_slots_chunk_free,,
_exception_deliver,,
_mk_timer_expire,,
_get_zones_collectable_bytes,,
_kevent_internal,,
_mac_kalloc,,
_ipc_right_copyin,,
_audit_arg_opaque,,
_waitq_set_unlink_all_unlock,,
_sbwakeup,,
_oslogopen,,
_host_notify_all,,
_lck_spin_destroy,,
_walk_waitq_links,,
_mptcp_subflow_connected_ev,,
"IODTNVRAM::convertObjectToProp(unsigned char *,unsigned int *,OSSymbol const*,OSObject *)",,
_vm_map_store_update_first_free,,
_profile_destroy,,
_chmod,,
_host_self_trap,,
_proc_exec_switch_task,,
_ipc_port_make_sonce,,
IODMAEventSource::checkForWork(void),,
_mach_port_move_member,,
_halt_log_enter,,
_ipc_port_unlink_special_reply_port_locked,,
__kernelrpc_mach_port_mod_refs_trap,,
_cluster_unlock_direct_read,,
_i_coal_resource_remove_task,,
_imq_release_and_unlock,,
_do_crypt_init,,
_chown,,
__Xkmod_get_info,,
_ipc_mqueue_set_seqno,,
_convert_port_to_locked_task,,
_waitq_clear_prepost,,
_pmap_expand,,
_ipc_port_adjust_sync_qos,,
_getfsstat64_callback,,
"IOServicePM::pmTrace(unsigned int,unsigned int,unsigned long,unsigned long)const",,
_waitq_set__CALLING_PREPOST_HOOK__,,
_pmap_enter_options,,
_ipc_kobject_set,,
_thread_policy_get,,
__vm_map_store_entry_unlink,,
_kdp_readmsr64,,
_thread_run,,
_ipc_object_copyout,,
_ip_output_list,,
_ipc_port_pdrequest,,
_kperf_kpc_thread_ast,,
_convert_port_to_mig_object,,
_fchownat,,
_kmod_panic_dump,,
_IOOFPathMatching,,
_kevent_qos_internal_unbind,,
_waitq_iterate_sets_cb,,
_ndrv_bind,,
_mach_port_construct,,
_do_hmac_init,,
_soioctl,,
_sched_dualq_steal_thread,,
_ttwakeup,,
_memory_object_cluster_size,,
_cpu_update,,
_ifnet_llreach_reachable,,
_proc_selfname,,
_cs_identity_get,,
_vm_object_copy_slowly,,
_kern_work_interval_join,,
_sendmsg_x,,
_ledger_template_dereference,,
_vm_map_region_recurse_64,,
_csfg_get_path,,
_logwakeup,,
_host_lockgroup_info,,
_mach_port_set_context,,
_get_largest_zone_info,,
_necp_client_action,,
_ipc_right_inuse,,
_in6_pcbsetport,,
_renameatx_np,,
_mmap,,
_load_machfile,,
_pf_test_fragment,,
_vm_map_copyin_internal,,
_mach_gss_log_error,,
_mach_port_names_helper,,
_fill_procregioninfo,,
_ipc_object_copyout_name,,
_coalition_resource_usage_internal,,
_dounmount,,
_ipc_clock_enable,,
_ipc_pset_enable,,
_nfs3_lockd_request,,
_tcp_connect_complete,,
_nfs_request_finish,,
OSArray::MetaClass::alloc(void)const,,
OSBoolean::MetaClass::alloc(void)const,,
OSCollectionIterator::MetaClass::alloc(void)const,,
OSData::MetaClass::alloc(void)const,,
OSDictionary::MetaClass::alloc(void)const,,
OSKext::MetaClass::alloc(void)const,,
OSNumber::MetaClass::alloc(void)const,,
OSOrderedSet::MetaClass::alloc(void)const,,
OSSerialize::MetaClass::alloc(void)const,,
OSSerializer::MetaClass::alloc(void)const,,
OSSet::MetaClass::alloc(void)const,,
OSString::MetaClass::alloc(void)const,,
OSSymbol::MetaClass::alloc(void)const,,
IOConditionLock::MetaClass::alloc(void)const,,
IORegistryEntry::MetaClass::alloc(void)const,,
IORegistryPlane::MetaClass::alloc(void)const,,
IORegistryIterator::MetaClass::alloc(void)const,,
IOService::MetaClass::alloc(void)const,,
_IOServiceNotifier::MetaClass::alloc(void)const,,
_IOServiceNullNotifier::MetaClass::alloc(void)const,,
_IOServiceInterestNotifier::MetaClass::alloc(void)const,,
_IOConfigThread::MetaClass::alloc(void)const,,
_IOServiceJob::MetaClass::alloc(void)const,,
IOResources::MetaClass::alloc(void)const,,
_IOOpenServiceIterator::MetaClass::alloc(void)const,,
IOPMRequest::MetaClass::alloc(void)const,,
IOPMRequestQueue::MetaClass::alloc(void)const,,
IOPMWorkQueue::MetaClass::alloc(void)const,,
IOPMCompletionQueue::MetaClass::alloc(void)const,,
IOServicePM::MetaClass::alloc(void)const,,
IOPMinformee::MetaClass::alloc(void)const,,
IOPMinformeeList::MetaClass::alloc(void)const,,
IOPMPowerStateQueue::MetaClass::alloc(void)const,,
IOCatalogue::MetaClass::alloc(void)const,,
IOPMPowerSource::MetaClass::alloc(void)const,,
IOPMPowerSourceList::MetaClass::alloc(void)const,,
IOPolledFilePollers::MetaClass::alloc(void)const,,
IOWorkLoop::MetaClass::alloc(void)const,,
IOInterruptEventSource::MetaClass::alloc(void)const,,
IOCommandGate::MetaClass::alloc(void)const,,
IOCommand::MetaClass::alloc(void)const,,
IOCommandPool::MetaClass::alloc(void)const,,
IODMAEventSource::MetaClass::alloc(void)const,,
IOFilterInterruptEventSource::MetaClass::alloc(void)const,,
IOTimerEventSource::MetaClass::alloc(void)const,,
IOBufferMemoryDescriptor::MetaClass::alloc(void)const,,
IODMACommand::MetaClass::alloc(void)const,,
IOInterleavedMemoryDescriptor::MetaClass::alloc(void)const,,
IOMemoryCursor::MetaClass::alloc(void)const,,
IONaturalMemoryCursor::MetaClass::alloc(void)const,,
IOBigMemoryCursor::MetaClass::alloc(void)const,,
IOLittleMemoryCursor::MetaClass::alloc(void)const,,
IOGeneralMemoryDescriptor::MetaClass::alloc(void)const,,
IOMemoryMap::MetaClass::alloc(void)const,,
IOMultiMemoryDescriptor::MetaClass::alloc(void)const,,
IORangeAllocator::MetaClass::alloc(void)const,,
IOSubMemoryDescriptor::MetaClass::alloc(void)const,,
IOPlatformExpert::MetaClass::alloc(void)const,,
IOPlatformExpertDevice::MetaClass::alloc(void)const,,
IOPlatformDevice::MetaClass::alloc(void)const,,
IOPanicPlatform::MetaClass::alloc(void)const,,
IOCPUInterruptController::MetaClass::alloc(void)const,,
IODTNVRAM::MetaClass::alloc(void)const,,
IOSharedInterruptController::MetaClass::alloc(void)const,,
IOMachPort::MetaClass::alloc(void)const,,
IOUserIterator::MetaClass::alloc(void)const,,
IOServiceUserNotification::MetaClass::alloc(void)const,,
IOServiceMessageUserNotification::MetaClass::alloc(void)const,,
IOKitDiagnostics::MetaClass::alloc(void)const,,
IOKitDiagnosticsClient::MetaClass::alloc(void)const,,
IODataQueue::MetaClass::alloc(void)const,,
IOSharedDataQueue::MetaClass::alloc(void)const,,
IOReporter::MetaClass::alloc(void)const,,
IOSimpleReporter::MetaClass::alloc(void)const,,
IOStateReporter::MetaClass::alloc(void)const,,
IOHistogramReporter::MetaClass::alloc(void)const,,
IOReportLegend::MetaClass::alloc(void)const,,
RootDomainUserClient::MetaClass::alloc(void)const,,
IOPowerConnection::MetaClass::alloc(void)const,,
IOSyncer::MetaClass::alloc(void)const,,
PMAssertionsTracker::MetaClass::alloc(void)const,,
PMHaltWorker::MetaClass::alloc(void)const,,
IOPMrootDomain::MetaClass::alloc(void)const,,
IOPMServiceInterestNotifier::MetaClass::alloc(void)const,,
PMTraceWorker::MetaClass::alloc(void)const,,
PMSettingHandle::MetaClass::alloc(void)const,,
PMSettingObject::MetaClass::alloc(void)const,,
IORootParent::MetaClass::alloc(void)const,,
_ipc_kmsg_copyin_header,,
_compressor_memory_object_deallocate,,
_memorystatus_init_jetsam_snapshot_entry_locked,,
_wq_prepost_iterate,,
_selprocess,,
"IORegistryEntry::getPath(char *,int *,IORegistryPlane const*)const",,
"IOStatistics::copyUserClientStatistics(IOStatisticsUserClientHeader *,unsigned int)",,
_task_self_trap,,
_choose_processor,,
"IORegistryEntry::getPathComponent(char *,int *,IORegistryPlane const*)const",,
_audit_pipe_append,,
_oslog_streamwakeup,,
_ipc_right_request_alloc,,
_mptcp_subflow_output,,
_kern_coredump_routine,,
_ipc_object_translate_two,,
_freespace_mb,,
_mach_port_get_attributes,,
_PROCESS_OVERRIDING_SYSTEM_DEFAULTS,,
_eventhandler_register,,
_iokit_add_reference,,
_sem_open,,
_convert_port_to_upl,,
_vm_purgeable_compressed_update,,
_necp_handle_policy_dump_all,,
_bsd_hostname,,
_netboot_rootpath,,
_vn_getpath_fsenter_with_parent,,
_vnode_close,,
_vn_rename,,
_task_rollup_accounting_info,,
_kern_work_interval_create,,
_convert_port_to_UNDReply,,
_nfs_recover,,
_nfs4_named_attr_get,,
_unlinkat,,
_waitq_get_prepost_id,,
_fsctl_internal,,
_idt64_nmi,,
_ipc_processor_enable,,
_lck_grp_attr_free,,
_lck_attr_free,,
_metadecompressor,,
_vm_purgeable_nonvolatile_enqueue,,
_pf_step_out_of_anchor,,
_key_newsp,,
_thread_update_qos_cpu_time,,
_proc_name_kdp,,
_mach_gss_init_sec_context,,
_mach_port_kobject,,
"IOPMrootDomain::copyWakeReasonString(char *,unsigned long)",,
_link,,
_mach_gss_accept_sec_context,,
_vm_compressor_pager_reap_pages,,
_wq_prepost_remove,,
_shm_open,,
"IOStatistics::storeUserClientCallInfo(IOUserClient *,IOUserClientCounter *)",,
_sched_traditional_processor_init,,
_waitq_set_deinit,,
"IORegistryEntry::fromPath(char const*,IORegistryPlane const*,char *,int *,IORegistryEntry*)",,
IOCPUInterruptController::enableCPUInterrupt(IOCPU *),,
_safe_getpath,,
_UNDExecute_rpc,,
_access,,
_ipc_importance_check_circularity,,
_mach_port_guard_exception,,
_unlink,,
_memorystatus_kill_top_process,,
_vm_map_enter,,
_delete,,
_rename,,
_pf_test_rule,,
_pmLockCPUTopology,,
_sched_traditional_pset_init,,
_vn_getpath,,
_vn_getpath_fsenter,,
_rmdir,,
_tcp_notify_acknowledgement,,
_deflate_alloc,,
_create_vtables,,
_ipsec_set_ipoa_for_interface,,
_ipsec_set_ip6oa_for_interface,,
_mptcp_session_necp_cb,,
_stat,,
_stat64,,
_lstat,,
_lstat64,,
_ipc_right_delta,,
_filt_fileattach,,
_symlink,,
_fq_codel_init,,
_vm_purgeable_accounting,,
_thread_self_trap,,
_memory_object_mark_used,,
IOCPU::setCPUNumber(unsigned int),,
_coalition_get_page_count,,
_OSKextVersionGetString,,
_IOSimpleLockFree,,
_wq_prepost_foreach_locked,,
_unp_externalize,,
_IORWLockFree,,
_vm_map_page_range_info_internal,,
_fstatat,,
_fstatat64,,
_faccessat,,
_inet_cksum_simple,,
_mach_memory_info,,
_vm_map_iokit_mapped_region,,
_linkat,,
_ipc_port_link_special_reply_port_with_qos,,
_symlinkat,,
_stat_extended,,
_audit_pipe_shutdown,,
_sched_multiq_steal_thread,,
_vm_purgeable_disown,,
_kern_dump_record_file,,
_convert_port_to_locked_task_inspect,,
_logclose,,
_oslogclose,,
_ipc_mqueue_copyin,,
_vnode_pager_get_throttle_io_limit,,
_esp_des_schedule,,
_wakeup,,
_wakeup_one,,
_csblob_get_identity,,
_mac_kalloc_noblock,,
_ims_merge,,
_bsd_log_unlock,,
_lck_spin_unlock,,
_usimple_unlock,,
_vnode_list_unlock,,
_openat_nocancel,,
_mptcp_notify_close,,
_oslogwakeup,,
_UNDDisplayAlertSimple_rpc,,
_waitq_unlock,,
_proc_spinunlock,,
_esp_3des_schedule,,
_ifnet_set_fastlane_capable,,
_get_task_phys_footprint_recent_max,,
_ifioctl_ifclone,,
_iokit_mod_send_right,,
_waitq_select_walk_cb,,
_UNDDisplayAlertFromBundle_rpc,,
_sched_dualq_processor_init,,
_sched_dualq_pset_init,,
_sched_multiq_processor_init,,
_sched_multiq_pset_init,,
_cansignal,,
_UNDDisplayNoticeFromBundle_rpc,,
_renameat,,
_ipc_entry_grow_table,,
_vm_commit_pagezero_status,,
_ipc_right_destruct,,
_vm_map_pmap_is_empty,,
_UNDDisplayCustomFromBundle_rpc,,
_waitq_unlink_cb,,
_vnode_pager_return_throttle_io_limit,,
_UNDDisplayNoticeSimple_rpc,,
_fbt_module_excluded,,
_systrace_return_setargdesc,,
_kmod_dump_log,,
__dtrace_register_anon_DOF,,
IODTNVRAM::syncOFVariables(void),,
_pfxlist_onlink_check,,
_cluster_io,,
_tcp_sysctl_info,,
_necp_update_client_result,,
_mptcp_sopt2str,,
_cfil_ctl_send,,
_tcp_getstat,,
_cfil_action_data_pass,,
_vm_mem_bootstrap,,
_vm_map_region,,
_kernel_bootstrap_thread,,
_vcputc,,
_mount_common,,
_vm_map_unwire_nested,,
_nfs4_cb_handler,,
_icmp6_input,,
"IOPlatformExpertDevice::initWithArgs(void *,void *,void *,void *)",,
_cfil_service_inject_queue,,
_vm_object_cache_evict,,
_nd6_prproxy_ns_input,,
_pmap_bootstrap,,
_mach_msg_overwrite,,
_krpc_call,,
_ip_input,,
_necp_inpcb_dispose,,
IOPMrootDomain::start(IOService *),,
_ifnet_get_local_ports,,
_mptcp_init,,
_kperf_sysctl,,
_timer_sysctl_get,,
_nstat_tcp_new_pcb,,
_nstat_udp_new_pcb,,
_vm_map_enter_mem_object_helper,,
_vnode_getnamedstream,,
_kmeminit,,
_swap_task_map,,
_nfs_gss_svc_ctx_init,,
_nstat_ifnet_lookup,,
_pmap_remove_range_options,,
_iokit_user_client_trap,,
_fbt_excluded,,
_dummynet_io,,
_memorystatus_control,,
_nfsrv_symlink,,
_renameat_internal,,
_pf_test,,
_buf_brelse,,
IOBufferMemoryDescriptor::MetaClass::MetaClass(void),,
_eventhandler_lists_ctxt_destroy,,
_bpfioctl,,
_key_timehandler,,
_rtrequest_common_locked,,
_pfioctl,,
_mptcp_setup_opts,,
_iokit_lookup_connect_ref_current_task,,
_pmGetMyLogicalCPU,,
_arp_ip_handle_input,,
_hndl_machine_check,,
_hndl_double_fault,,
_do_stackshot,,
_filt_fsevent.8788,,
_pmap_pte.5438,,
_timer_user_idle_level.19161,,
